"CustomerKey","GeographyKey","CustomerAlternateKey","Title","FirstName","MiddleName","LastName","NameStyle","BirthDate","MaritalStatus","Suffix","Gender","EmailAddress","YearlyIncome","TotalChildren","NumberChildrenAtHome","EnglishEducation","SpanishEducation","FrenchEducation","EnglishOccupation","SpanishOccupation","FrenchOccupation","HouseOwnerFlag","NumberCarsOwned","AddressLine1","AddressLine2","Phone","DateFirstPurchase","CommuteDistance"
"23011","299","AW00023011","","Isaiah","K","Rivera","False","1978-04-01","M","","M","isaiah16@adventure-works.com","30000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","8562 Veale Ave.","","689-555-0164","2008-01-01","5-10 Miles"
"23012","3","AW00023012","","Mathew","A","Carlson","False","1946-09-24","M","","M","mathew14@adventure-works.com","20000","4","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","1566 Eagle Ct.","","1 (11) 500 555-0184","2008-03-10","5-10 Miles"
"23013","4","AW00023013","","Louis","J","Yang","False","1946-04-11","M","","M","louis43@adventure-works.com","20000","4","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","0","2","7485 Lacassie Ave.","","1 (11) 500 555-0192","2007-12-22","1-2 Miles"
"23014","5","AW00023014","","Cassandra","","Mehta","False","1946-06-02","M","","F","cassandra15@adventure-works.com","20000","4","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","6762 Mission Blvd","","1 (11) 500 555-0113","2008-02-09","5-10 Miles"
"23015","310","AW00023015","","Juan","L","Rivera","False","1971-02-08","M","","M","juan27@adventure-works.com","70000","1","1","Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual","Obrero especializado","Technicien","1","0","8117 Green View Court","","953-555-0142","2008-02-14","0-1 Miles"
"23016","299","AW00023016","","Victoria","","Powell","False","1971-02-02","M","","F","victoria56@adventure-works.com","70000","1","1","Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual","Obrero especializado","Technicien","1","0","2086 Rotherham Dr.","","119-555-0147","2008-02-06","1-2 Miles"
"23017","609","AW00023017","","Alison","M","Rai","False","1971-03-05","M","","F","alison18@adventure-works.com","70000","1","1","Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual","Obrero especializado","Technicien","1","0","172 Turrin Dr.","","893-555-0138","2008-02-14","1-2 Miles"
"23018","634","AW00023018","","Richard","","White","False","1971-03-03","M","","M","richard53@adventure-works.com","70000","1","1","Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual","Obrero especializado","Technicien","1","0","4490 Chablis Court","","543-555-0113","2008-02-23","0-1 Miles"
"23019","348","AW00023019","","Emma","D","Garcia","False","1971-04-14","M","","F","emma15@adventure-works.com","60000","1","0","Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual","Obrero especializado","Technicien","1","0","7259 Brock Lane","","191-555-0164","2007-11-16","1-2 Miles"
"23020","623","AW00023020","","Hannah","","Jones","False","1963-04-22","M","","F","hannah4@adventure-works.com","90000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","282 Iowa Drive","","418-555-0133","2008-07-07","10+ Miles"
"23021","298","AW00023021","","Stefanie","T","Mehta","False","1963-07-18","M","","F","stefanie11@adventure-works.com","100000","0","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","804 Seaview Dr.","","547-555-0111","2008-02-15","2-5 Miles"
"23022","62","AW00023022","","Jocelyn","","Bradley","False","1962-08-22","S","","F","jocelyn1@adventure-works.com","80000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","3787 Browse St","","799-555-0197","2007-11-25","5-10 Miles"
"23023","609","AW00023023","","Naomi","W","Vazquez","False","1962-11-12","M","","F","naomi15@adventure-works.com","90000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","4700 Bancroft Rd.","","994-555-0111","2007-09-26","5-10 Miles"
"23024","543","AW00023024","","Emma","","Davis","False","1962-02-14","M","","F","emma4@adventure-works.com","100000","1","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","6405 G St.","","330-555-0124","2007-11-14","1-2 Miles"
"23025","644","AW00023025","","Richard","","Richardson","False","1962-04-02","M","","M","richard91@adventure-works.com","100000","1","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","2608 Elm Rd.","","275-555-0195","2008-02-29","1-2 Miles"
"23026","325","AW00023026","","Jessica","M","Rogers","False","1962-08-12","S","","F","jessica3@adventure-works.com","120000","1","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","4025 Cherokee Drive","","107-555-0187","2008-02-21","5-10 Miles"
"23027","338","AW00023027","","Fernando","J","Griffin","False","1962-04-02","S","","M","fernando62@adventure-works.com","130000","1","2","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","4","9440 First Ave.","","459-555-0159","2008-02-11","0-1 Miles"
"23028","352","AW00023028","","Anna","D","Taylor","False","1962-02-12","M","","F","anna69@adventure-works.com","130000","1","2","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","4","7759 Azalea Avenue","","645-555-0147","2008-02-25","2-5 Miles"
"23029","609","AW00023029","","Ian","R","Ross","False","1961-04-16","M","","M","ian44@adventure-works.com","80000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","1707 Ravenwood Dr.","","842-555-0145","2007-10-05","1-2 Miles"
"23030","548","AW00023030","","Aidan","","Jenkins","False","1961-06-10","M","","M","aidan7@adventure-works.com","90000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","3023 Adria Drive","","162-555-0134","2008-03-02","1-2 Miles"
"23031","638","AW00023031","","Brooke","M","Morgan","False","1961-11-02","S","","F","brooke20@adventure-works.com","90000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","5473 Olive Hill","","290-555-0113","2008-02-17","5-10 Miles"
"23032","334","AW00023032","","Jesse","","Parker","False","1961-03-12","M","","M","jesse23@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","145 W. Watson Court","","783-555-0148","2008-02-19","2-5 Miles"
"23033","334","AW00023033","","Alex","J","Turner","False","1961-04-21","M","","M","alex33@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","9973 Mcnutt Ave","","668-555-0160","2008-02-19","2-5 Miles"
"23034","338","AW00023034","","Melanie","A","Cooper","False","1961-08-11","S","","F","melanie34@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","3","4488 Stonewood Drive","","279-555-0140","2008-02-22","2-5 Miles"
"23035","345","AW00023035","","Maria","","Howard","False","1961-09-11","M","","F","maria14@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","6920 Merriewood Drive","","987-555-0181","2008-02-15","0-1 Miles"
"23036","358","AW00023036","","Caleb","H","Green","False","1961-03-03","S","","M","caleb44@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","3","9768 Glenellen Court","","359-555-0148","2008-02-17","0-1 Miles"
"23037","637","AW00023037","","Lucas","B","Wood","False","1955-06-21","S","","M","lucas51@adventure-works.com","80000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","1","2","6654 Folson Drive","","826-555-0195","2008-07-24","5-10 Miles"
"23038","634","AW00023038","","Sydney","","Reed","False","1955-11-27","S","","F","sydney4@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","2003 Pinecrest Dr.","","117-555-0193","2007-11-14","1-2 Miles"
"23039","310","AW00023039","","Wyatt","","Scott","False","1955-07-03","M","","M","wyatt33@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","9707 Coldwater Drive","","400-555-0140","2007-11-17","1-2 Miles"
"23040","352","AW00023040","","Seth","A","Morgan","False","1955-03-15","M","","M","seth84@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","6942 Olivera Road","","875-555-0161","2007-11-25","1-2 Miles"
"23041","337","AW00023041","","Natalie","","Garcia","False","1955-10-27","S","","F","natalie84@adventure-works.com","70000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","0","160 Kentucky Drive","","651-555-0128","2008-02-12","5-10 Miles"
"23042","300","AW00023042","","Riley","M","Blue","False","1955-06-26","S","","F","riley3@adventure-works.com","70000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","0","2302 Meadowbrook Dr","","802-555-0111","2008-02-13","5-10 Miles"
"23043","642","AW00023043","","Katherine","L","Moore","False","1955-08-05","M","","F","katherine78@adventure-works.com","70000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","1","1354 Helene Court","","130-555-0199","2008-06-22","1-2 Miles"
"23044","539","AW00023044","","Aidan","B","Patterson","False","1954-08-04","M","","M","aidan11@adventure-works.com","70000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","1","2","2422 Norse Drive","","307-555-0173","2007-10-11","5-10 Miles"
"23045","641","AW00023045","","Gabriel","C","Patterson","False","1954-01-16","M","","M","gabriel7@adventure-works.com","70000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","0","2","7788 Olive St","","115-555-0124","2007-12-17","1-2 Miles"
"23046","536","AW00023046","","Pamela","","Malhotra","False","1935-08-07","M","","F","pamela8@adventure-works.com","40000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","49 Monzeneda Way","","761-555-0185","2007-08-20","5-10 Miles"
"23047","307","AW00023047","","Valerie","","Xu","False","1935-10-02","M","","F","valerie14@adventure-works.com","70000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","4632 Pleasant Hill Rd","","133-555-0156","2008-02-12","1-2 Miles"
"23048","59","AW00023048","","Isabella","","Hughes","False","1936-10-26","M","","F","isabella21@adventure-works.com","40000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","932 Acardia Pl.","","113-555-0199","2007-11-02","5-10 Miles"
"23049","536","AW00023049","","Gina","J","Moreno","False","1936-06-17","S","","F","gina7@adventure-works.com","50000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","6121 Monzeneda Way","","984-555-0148","2007-09-03","1-2 Miles"
"23050","548","AW00023050","","Jack","P","Hall","False","1936-08-12","M","","M","jack57@adventure-works.com","50000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","7978 San Gabriel Dr.","","941-555-0119","2007-08-08","5-10 Miles"
"23051","552","AW00023051","","Jesse","","Green","False","1936-08-21","M","","M","jesse40@adventure-works.com","60000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","1814 Angi Lane","","491-555-0161","2007-09-19","5-10 Miles"
"23052","343","AW00023052","","Steven","L","Stewart","False","1936-05-16","M","","M","steven32@adventure-works.com","130000","2","3","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","3","8566 Beatrice Rd.","","155-555-0117","2008-02-05","0-1 Miles"
"23053","623","AW00023053","","Anna","","Bailey","False","1960-11-16","M","","F","anna11@adventure-works.com","90000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","3","9104 Mt. Sequoia Ct.","","880-555-0113","2008-04-30","5-10 Miles"
"23054","627","AW00023054","","David","A","Moore","False","1960-09-13","M","","M","david66@adventure-works.com","90000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","4","8569 Glenellen Court","","810-555-0130","2008-01-15","5-10 Miles"
"23055","547","AW00023055","","Seth","","Diaz","False","1960-08-08","M","","M","seth70@adventure-works.com","100000","0","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","0","6111 Joan Ave.","","420-555-0171","2008-02-21","5-10 Miles"
"23056","331","AW00023056","","Alyssa","W","Perry","False","1960-05-14","M","","F","alyssa54@adventure-works.com","120000","1","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","4","521 Red Leaf Way","","454-555-0144","2008-02-17","5-10 Miles"
"23057","64","AW00023057","","Caitlin","T","Richardson","False","1954-02-25","M","","F","caitlin7@adventure-works.com","60000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","0","2","9471 Tobi Drive","","238-555-0129","2006-02-03","1-2 Miles"
"23058","302","AW00023058","","Michelle","A","Rivera","False","1953-09-15","S","","F","michelle17@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","6802 Spring Hill Road","","674-555-0137","2008-02-01","5-10 Miles"
"23059","552","AW00023059","","Spencer","","Price","False","1953-08-11","M","","M","spencer1@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","1709 P St.","","403-555-0146","2008-02-11","5-10 Miles"
"23060","352","AW00023060","","Isabella","C","Long","False","1952-06-06","M","","F","isabella20@adventure-works.com","40000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","3068 All Ways","","248-555-0133","2007-12-02","5-10 Miles"
"23061","343","AW00023061","","Jeremiah","","Sanders","False","1952-12-26","M","","M","jeremiah40@adventure-works.com","40000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","3290 Lakewood Court","","752-555-0160","2007-09-11","5-10 Miles"
"23062","543","AW00023062","","Natalie","","Reed","False","1937-09-10","M","","F","natalie4@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","1023 Hawkins Street","","833-555-0176","2008-04-15","1-2 Miles"
"23063","339","AW00023063","","Jennifer","P","Thompson","False","1937-04-16","M","","F","jennifer43@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","8782 Grenola Dr.","","678-555-0173","2008-06-18","1-2 Miles"
"23064","609","AW00023064","","Alexander","S","Rodriguez","False","1937-05-17","S","","M","alexander8@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","216 Arnold Drive","","550-555-0130","2007-10-13","10+ Miles"
"23065","609","AW00023065","","Derek","","Nath","False","1937-05-21","M","","M","derek16@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","1300 Zartop Street","","892-555-0114","2007-12-26","10+ Miles"
"23066","298","AW00023066","","Austin","M","Lal","False","1937-02-14","M","","M","austin26@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","9214 Birch Park Rd","","541-555-0141","2007-11-04","1-2 Miles"
"23067","302","AW00023067","","Kelli","M","Pal","False","1938-02-04","M","","F","kelli35@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","7450 Olivera Rd","","957-555-0193","2007-12-02","10+ Miles"
"23068","307","AW00023068","","Ryan","R","Shan","False","1939-08-12","M","","M","ryan34@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","5630 Icicle Circle","","487-555-0198","2008-05-14","10+ Miles"
"23069","299","AW00023069","","Anna","R","Gray","False","1940-10-28","M","","F","anna19@adventure-works.com","70000","5","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","346 Sunshine","","657-555-0197","2007-08-18","1-2 Miles"
"23070","69","AW00023070","","Natalie","A","Hall","False","1940-11-04","M","","F","natalie90@adventure-works.com","70000","5","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","9975 Rose Dr.","","846-555-0148","2007-08-07","1-2 Miles"
"23071","311","AW00023071","","Haley","","Gonzales","False","1940-06-08","M","","F","haley36@adventure-works.com","70000","5","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","9950 Edward Ave","","870-555-0130","2007-12-10","1-2 Miles"
"23072","609","AW00023072","","Toni","","Srini","False","1940-04-19","M","","F","toni8@adventure-works.com","80000","4","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","482 ViewPoint Court","","574-555-0150","2007-10-23","5-10 Miles"
"23073","633","AW00023073","","Christian","","Griffin","False","1940-10-18","M","","M","christian8@adventure-works.com","80000","4","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","2103 Baldwin Dr","","585-555-0172","2008-02-17","1-2 Miles"
"23074","62","AW00023074","","Megan","N","Flores","False","1941-06-15","S","","F","megan61@adventure-works.com","50000","4","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","2","2129 Acacia Drive","","347-555-0187","2006-02-18","1-2 Miles"
"23075","298","AW00023075","","Rebekah","","Sandberg","False","1941-04-19","M","","F","rebekah40@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","8650 Mt. Hamilton Dr.","# 112","607-555-0145","2007-11-06","10+ Miles"
"23076","300","AW00023076","","Adrian","E","Brooks","False","1941-03-09","M","","M","adrian3@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","4827 Seawind Dr.","","540-555-0198","2008-06-27","1-2 Miles"
"23077","14","AW00023077","","Marvin","A","Hernandez","False","1946-10-20","M","","M","marvin4@adventure-works.com","20000","4","0","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","1019 Book Road","","1 (11) 500 555-0112","2007-09-24","5-10 Miles"
"23078","29","AW00023078","","Julio","J","Hernandez","False","1947-06-17","M","","M","julio3@adventure-works.com","10000","2","1","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","1","2","6804 Alovera Road","","1 (11) 500 555-0148","2008-01-08","5-10 Miles"
"23079","40","AW00023079","Ms.","Justine","J.","Ryan","False","1947-11-11","S","","F","justine0@adventure-works.com","30000","2","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","2","2342 Tahoe Place","","498-555-0100","2008-01-08","5-10 Miles"
"23080","335","AW00023080","","Jocelyn","","Barnes","False","1978-03-09","S","","F","jocelyn3@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","1905 July Loop","","137-555-0153","2007-11-17","5-10 Miles"
"23081","355","AW00023081","","Brandon","","Powell","False","1978-04-03","M","","M","brandon6@adventure-works.com","70000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","5551 Orinda Court","","258-555-0193","2008-02-04","5-10 Miles"
"23082","372","AW00023082","","Jonathan","","Williams","False","1978-06-04","M","","M","jonathan63@adventure-works.com","70000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","2518 Kirkwood Dr.","","905-555-0112","2008-02-08","5-10 Miles"
"23083","43","AW00023083","","Samuel","D","Smith","False","1977-04-07","S","","M","samuel57@adventure-works.com","40000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","0","2","5860 Alamo Way","","132-555-0116","2008-02-05","5-10 Miles"
"23084","50","AW00023084","","Christian","L","Shan","False","1977-10-28","S","","M","christian17@adventure-works.com","40000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","0","2","1000 Bidweld Street","","240-555-0110","2007-12-21","5-10 Miles"
"23085","30","AW00023085","","Ross","L","Subram","False","1948-06-20","M","","M","ross13@adventure-works.com","20000","2","1","High School","Educación secundaria","Bac + 2","Skilled Manual","Obrero especializado","Technicien","1","2","4008 Charlotte Court","","1 (11) 500 555-0178","2008-04-19","5-10 Miles"
"23086","38","AW00023086","","Tracy","W","Lal","False","1948-09-09","M","","F","tracy7@adventure-works.com","20000","2","1","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","1","2","9830 Santa Ana Dr.","","1 (11) 500 555-0175","2007-09-25","5-10 Miles"
"23087","27","AW00023087","","Clifford","","Martinez","False","1948-12-08","M","","M","clifford16@adventure-works.com","20000","2","1","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","1","2","7725 Camel Pl.","","1 (11) 500 555-0157","2008-02-29","5-10 Miles"
"23088","609","AW00023088","","Wesley","L","Hu","False","1977-06-15","S","","M","wesley20@adventure-works.com","40000","0","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","0","2","4051 Athene Drive","","858-555-0160","2007-08-12","5-10 Miles"
"23089","618","AW00023089","","Lucas","","Walker","False","1977-11-22","M","","M","lucas37@adventure-works.com","40000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","1","3395 Farm Bureau Rd","","174-555-0185","2007-09-12","5-10 Miles"
"23090","626","AW00023090","","Christopher","M","Lee","False","1977-10-10","S","","M","christopher22@adventure-works.com","40000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","1","9568 Gold Crest Ct.","","129-555-0117","2008-02-23","1-2 Miles"
"23091","331","AW00023091","","Richard","","Peterson","False","1977-02-06","S","","M","richard86@adventure-works.com","60000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","2","1538 Golden Meadow","","822-555-0135","2008-05-27","1-2 Miles"
"23092","343","AW00023092","","Gabrielle","M","Brooks","False","1977-10-24","S","","F","gabrielle19@adventure-works.com","70000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","0","2","2342 Peachwillow","","820-555-0158","2007-12-27","0-1 Miles"
"23093","359","AW00023093","","Nathan","R","Parker","False","1977-03-07","M","","M","nathan30@adventure-works.com","70000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien","1","2","6270 Pinecreek Way","","313-555-0165","2008-07-09","5-10 Miles"
"23094","36","AW00023094","","Carolyn","","Gill","False","1949-12-26","M","","F","carolyn34@adventure-works.com","20000","2","1","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","1","2","2406 Kane Circle","","1 (11) 500 555-0151","2007-10-29","5-10 Miles"
"23095","30","AW00023095","","Gerald","","Patel","False","1950-11-22","M","","M","gerald32@adventure-works.com","20000","2","1","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","1","2","1803 Potomac Dr.","","1 (11) 500 555-0118","2007-12-20","5-10 Miles"
"23096","11","AW00023096","","Ashlee","N","Chande","False","1950-05-26","M","","F","ashlee0@adventure-works.com","20000","2","1","Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé","1","2","P.O. Box No. 2513","","1 (11) 500 555-0114","2007-10-31","5-10 Miles"
"23097","38","AW00023097","","Tony","","Natsuhara","False","1950-09-07","S","","M","tony21@adventure-works.com","30000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0","2","2268 Cobblestone Ct","","1 (11) 500 555-0143","2006-12-18","1-2 Miles"
