CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11046,6,AW00011046,,Christine,,Yuan,FALSE,3/22/1950,M,,F,christine4@adventure-works.com,30000,3,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,2356 Orange St,,1 (11) 500 555-0113,8/9/2005,5-10 Miles
11047,34,AW00011047,,Jaclyn,D,Lu,FALSE,2/27/1950,M,,F,jaclyn12@adventure-works.com,30000,3,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,2812 Mazatlan,,1 (11) 500 555-0137,8/6/2005,1-2 Miles
11048,39,AW00011048,,Jeremy,,Powell,FALSE,11/22/1950,M,,M,jeremy26@adventure-works.com,30000,3,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,1803 Potomac Dr.,,1 (11) 500 555-0183,8/13/2005,5-10 Miles
11049,307,AW00011049,,Carol,C,Rai,FALSE,7/18/1980,S,,F,carol8@adventure-works.com,40000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,1,2,6064 Madrid,,654-555-0180,9/10/2007,5-10 Miles
11050,31,AW00011050,,Alan,,Zheng,FALSE,9/7/1951,M,,M,alan23@adventure-works.com,30000,3,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,2741 Gainborough Dr.,,1 (11) 500 555-0135,8/23/2005,5-10 Miles
11051,21,AW00011051,,Daniel,,Johnson,FALSE,8/4/1951,S,,M,daniel18@adventure-works.com,30000,3,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,8085 Sunnyvale Avenue,,1 (11) 500 555-0155,7/1/2008,1-2 Miles
11052,8,AW00011052,,Heidi,,Lopez,FALSE,8/7/1951,S,,F,heidi19@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,2,2514 Via Cordona,,1 (11) 500 555-0168,8/20/2005,5-10 Miles
11053,359,AW00011053,,Ana,E,Price,FALSE,8/20/1980,M,,F,ana0@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,2,1660 Stonyhill Circle,,859-555-0113,7/21/2007,1-2 Miles
11054,34,AW00011054,,Deanna,,Munoz,FALSE,3/10/1952,M,,F,deanna33@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,5825 B Way,,1 (11) 500 555-0192,8/6/2005,5-10 Miles
11055,22,AW00011055,,Gilbert,,Raje,FALSE,3/5/1952,M,,M,gilbert35@adventure-works.com,40000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,8811 The Trees Dr.,,1 (11) 500 555-0129,8/3/2005,5-10 Miles
11056,10,AW00011056,,Michele,L,Nath,FALSE,4/3/1953,M,,F,michele19@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,5464 Janin Pl.,,1 (11) 500 555-0178,8/29/2005,5-10 Miles
11057,5,AW00011057,,Carl,J,Andersen,FALSE,10/12/1953,M,,M,carl12@adventure-works.com,70000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6930 Lake Nadine Place,,1 (11) 500 555-0181,8/25/2005,1-2 Miles
11058,29,AW00011058,,Marc,,Diaz,FALSE,4/27/1954,M,,M,marc6@adventure-works.com,80000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,6645 Sinaloa,,1 (11) 500 555-0149,9/9/2005,1-2 Miles
11059,27,AW00011059,,Ashlee,J,Andersen,FALSE,4/1/1954,S,,F,ashlee19@adventure-works.com,80000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,8255 Highland Road,,1 (11) 500 555-0112,8/22/2007,5-10 Miles
11060,40,AW00011060,,Jon,L,Zhou,FALSE,3/17/1954,M,,M,jon28@adventure-works.com,80000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,6574 Hemlock Ave.,,1 (11) 500 555-0174,9/19/2005,5-10 Miles
11061,23,AW00011061,,Todd,M,Gao,FALSE,2/27/1954,M,,M,todd14@adventure-works.com,80000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,8808 Geneva Ave,,1 (11) 500 555-0191,9/13/2005,5-10 Miles
11062,547,AW00011062,,Noah,D,Powell,FALSE,9/2/1975,M,,M,noah5@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,9794 Marion Ct,,767-555-0113,7/11/2007,5-10 Miles
11063,634,AW00011063,,Angela,,Murphy,FALSE,4/7/1975,S,,F,angela41@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,4927 Virgil Street,# 21,451-555-0162,7/16/2007,5-10 Miles
11064,315,AW00011064,,Chase,,Reed,FALSE,12/7/1975,M,,M,chase21@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,2721 Alexander Pl.,,892-555-0184,7/29/2007,5-10 Miles
11065,331,AW00011065,,Jessica,,Henderson,FALSE,10/9/1973,M,,F,jessica29@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,2,9343 Ironwood Way,,278-555-0186,8/14/2007,1-2 Miles
11066,543,AW00011066,,Grace,T,Butler,FALSE,11/27/1973,M,,F,grace62@adventure-works.com,70000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,4739 Garden Ave.,,712-555-0141,12/2/2007,5-10 Miles
11067,632,AW00011067,,Caleb,F,Carter,FALSE,9/25/1976,S,,M,caleb40@adventure-works.com,60000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,9563 Pennsylvania Blvd.,,944-555-0167,2/19/2008,5-10 Miles
11068,40,AW00011068,,Tiffany,,Liang,FALSE,9/23/1955,S,,F,tiffany17@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,3608 Sinclair Avenue,# 701,1 (11) 500 555-0177,11/1/2007,5-10 Miles
11069,23,AW00011069,,Carolyn,,Navarro,FALSE,9/21/1955,S,,F,carolyn30@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,4606 Springwood Court,,1 (11) 500 555-0145,10/18/2005,1-2 Miles
11070,39,AW00011070,,Willie,T,Raji,FALSE,4/5/1955,M,,M,willie40@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,6260 Vernal Drive,,1 (11) 500 555-0151,10/29/2005,5-10 Miles
11071,24,AW00011071,,Linda,,Serrano,FALSE,6/26/1955,S,,F,linda31@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,9808 Shaw Rd.,,1 (11) 500 555-0130,9/2/2007,5-10 Miles
11072,17,AW00011072,,Casey,,Luo,FALSE,2/6/1955,S,,F,casey6@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,9513 Roslyn Drive,,1 (11) 500 555-0125,10/1/2005,1-2 Miles
11073,16,AW00011073,,Amy,,Ye,FALSE,8/14/1956,S,,F,amy16@adventure-works.com,70000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,2262 Kirkwood Ct.,,1 (11) 500 555-0185,9/24/2007,5-10 Miles
11074,28,AW00011074,,Levi,A,Arun,FALSE,8/28/1956,S,,M,levi6@adventure-works.com,70000,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,4661 Bluetail,,1 (11) 500 555-0127,9/24/2007,5-10 Miles
11075,32,AW00011075,,Felicia,L,Jimenez,FALSE,11/16/1957,S,,F,felicia4@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,786 Eastgate Ave,,1 (11) 500 555-0165,10/29/2005,5-10 Miles
11076,19,AW00011076,,Blake,,Anderson,FALSE,7/13/1957,S,,M,blake9@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,5436 Clear,# 101,1 (11) 500 555-0113,10/22/2005,5-10 Miles
11077,36,AW00011077,,Leah,,Ye,FALSE,9/19/1957,S,,F,leah7@adventure-works.com,80000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,1291 Arguello Blvd.,,1 (11) 500 555-0154,10/16/2005,1-2 Miles
11078,49,AW00011078,,Gina,E,Martin,FALSE,1/10/1974,S,,F,gina1@adventure-works.com,40000,0,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,1349 Sol St.,,196-555-0114,8/19/2007,1-2 Miles
11079,34,AW00011079,,Donald,,Gonzalez,FALSE,3/11/1959,S,,M,donald20@adventure-works.com,160000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,4236 Malibu Place,,1 (11) 500 555-0137,9/16/2007,0-1 Miles
11080,30,AW00011080,,Damien,,Chander,FALSE,7/17/1959,M,,M,damien32@adventure-works.com,170000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,9941 Stonehedge Dr.,,1 (11) 500 555-0111,10/11/2005,0-1 Miles
11081,311,AW00011081,,Savannah,C,Baker,FALSE,7/24/1966,M,,F,savannah39@adventure-works.com,120000,2,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,1210 Trafalgar Circle,,478-555-0117,8/16/2007,2-5 Miles
11082,322,AW00011082,,Angela,L,Butler,FALSE,8/4/1966,S,,F,angela17@adventure-works.com,130000,0,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,3,6040 Listing Ct,,579-555-0195,7/26/2007,1-2 Miles
11083,336,AW00011083,,Alyssa,F,Cox,FALSE,3/15/1966,M,,F,alyssa37@adventure-works.com,130000,0,1,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,867 La Orinda Place,,561-555-0140,7/10/2007,1-2 Miles
11084,543,AW00011084,,Lucas,,Phillips,FALSE,9/12/1957,S,,M,lucas7@adventure-works.com,80000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,0,2,8668 St. Celestine Court,,863-555-0172,7/8/2007,1-2 Miles
11085,345,AW00011085,,Emily,,Johnson,FALSE,7/19/1957,S,,F,emily1@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,7926 Stephanie Way,,850-555-0184,6/8/2008,5-10 Miles
11086,369,AW00011086,,Ryan,,Brown,FALSE,12/23/1957,M,,M,ryan43@adventure-works.com,70000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,2939 Wesley Ct.,,539-555-0198,1/3/2008,0-1 Miles
11087,307,AW00011087,,Tamara,L,Liang,FALSE,10/3/1957,M,,F,tamara6@adventure-works.com,70000,3,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,0,3791 Rossmor Parkway,,178-555-0152,8/29/2007,0-1 Miles
11088,359,AW00011088,,Hunter,,Davis,FALSE,11/25/1957,M,,M,hunter64@adventure-works.com,80000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,4308 Sand Pointe Lane,,612-555-0141,7/17/2007,2-5 Miles
11089,337,AW00011089,,Abigail,M,Price,FALSE,2/5/1957,S,,F,abigail25@adventure-works.com,80000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,2685 Blackburn Ct,,532-555-0117,7/2/2007,2-5 Miles
11090,338,AW00011090,,Trevor,,Bryant,FALSE,12/17/1957,S,,M,trevor18@adventure-works.com,90000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,5781 Sharon Dr.,,853-555-0174,2/7/2006,2-5 Miles
11091,50,AW00011091,,Dalton,,Perez,FALSE,4/4/1957,M,,M,dalton37@adventure-works.com,90000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,6083 San Jose,,559-555-0115,8/2/2007,5-10 Miles
11092,22,AW00011092,,Cheryl,A,Diaz,FALSE,5/6/1967,M,,F,cheryl4@adventure-works.com,90000,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,7297 Kaywood Drive,,1 (11) 500 555-0192,10/9/2005,1-2 Miles
11093,19,AW00011093,,Aimee,A,He,FALSE,9/10/1967,M,,F,aimee13@adventure-works.com,100000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,0,1833 Olympic Drive,,1 (11) 500 555-0161,10/8/2005,0-1 Miles
11094,33,AW00011094,,Cedric,W,Ma,FALSE,4/1/1962,S,,M,cedric15@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,3407 Oak Brook Place,,1 (11) 500 555-0115,10/9/2007,0-1 Miles
11095,13,AW00011095,,Chad,,Kumar,FALSE,9/1/1962,S,,M,chad9@adventure-works.com,70000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,1681 Lighthouse Way,,1 (11) 500 555-0151,10/2/2005,5-10 Miles
